Sr. No.,Sr. No. Hard Copy,Directive No.,Year ID,Fiscal Year,Region ID,Region,Con ID,Constituency Name,Members Type,MP ID,MP Name,Full Name of Party,Party,Amount (Million PKR),Fund Status,Programme,Sector,Project District,Project Area
135,NA,NA,7,2008-09,4,Punjab,111,NA-111 Sialkot-II,Elected,180,Firdous Aashiq Awan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
136,NA,NA,7,2008-09,4,Punjab,112,NA-112 Sialkot-III,Elected,579,Rana Abdul Sattar,Pakistan Muslim League (N),PML-N,9.872,Consumed,Peoples Works Programme,Missing,,
137,NA,NA,7,2008-09,4,Punjab,113,NA-113 Sialkot-IV,Elected,634,Sahibzada Syed Murtaza Amin,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
138,NA,NA,7,2008-09,4,Punjab,114,NA-114 Sialkot-V,Elected,808,Zahid Hamid Khan,Pakistan Muslim League (N),PML-N,9,Consumed,Peoples Works Programme,Missing,,
139,NA,NA,7,2008-09,4,Punjab,115,NA-115 Narowal-I,Elected,730,Sumaira Yasir Rasheed,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
140,NA,NA,7,2008-09,4,Punjab,116,NA-116 Narowal-II,Elected,123,Chaudhry Muhammad Tariq Anis,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
141,NA,NA,7,2008-09,4,Punjab,117,NA-117 Narowal-III,Elected,102,Chaudhry Ahsan Iqbal,Pakistan Muslim League (N),PML-N,9.2,Consumed,Peoples Works Programme,Missing,,
142,NA,NA,7,2008-09,4,Punjab,118,NA-118 Lahore-I,Elected,465,Muhammad Riaz Malik,Pakistan Muslim League (N),PML-N,9.858,Consumed,Peoples Works Programme,Missing,,
143,NA,NA,7,2008-09,4,Punjab,119,NA-119 Lahore-II,Elected,225,Hamza Shahbaz Sharif,Pakistan Muslim League (N),PML-N,2,Consumed,Peoples Works Programme,Missing,,
144,NA,NA,7,2008-09,4,Punjab,120,NA-120 Lahore-III,Elected,91,Bilal Yasin,Pakistan Muslim League (N),PML-N,9.9,Consumed,Peoples Works Programme,Missing,,
145,NA,NA,7,2008-09,4,Punjab,121,NA-121 Lahore-IV,Elected,349,Marghoob Ahmad,Pakistan Muslim League (N),PML-N,5,Consumed,Peoples Works Programme,Missing,,
146,NA,NA,7,2008-09,4,Punjab,122,NA-122 Lahore-V,Elected,652,Sardar Ayaz Sadiq,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
147,NA,NA,7,2008-09,4,Punjab,124,NA-124 Lahore-VII,Elected,715,Sheikh Rohale Asghar,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
148,NA,NA,7,2008-09,4,Punjab,125,NA-125 Lahore-VIII,Elected,283,Khawaja Saad Rafiq,Pakistan Muslim League (N),PML-N,5,Consumed,Peoples Works Programme,Missing,,
149,NA,NA,7,2008-09,4,Punjab,126,NA-126 Lahore-IX,Elected,538,Omer Sohail Butt,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
150,NA,NA,7,2008-09,4,Punjab,127,NA-127 Lahore-X,Elected,124,Chaudhry Naseer Ahmad Bhutta,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
151,NA,NA,7,2008-09,4,Punjab,128,NA-128 Lahore-XI,Elected,334,Malik Muhammad Afzal Khokhar,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
152,NA,NA,7,2008-09,4,Punjab,129,NA-129 Lahore-XII,Elected,790,Tariq Shabbir Mayo,Pakistan Peoples Party Parliamentarians,PPPP,9.7,Consumed,Peoples Works Programme,Missing,,
153,NA,NA,7,2008-09,4,Punjab,130,NA-130 Lahore-XIII,Elected,643,Sameena Khalid Gurki,Pakistan Peoples Party Parliamentarians,PPPP,8.527,Consumed,Peoples Works Programme,Missing,,
154,NA,NA,7,2008-09,4,Punjab,131,NA-131 Sheikhupura-I,Elected,580,Rana Afzal Hussain,Pakistan Muslim League (N),PML-N,9.8,Consumed,Peoples Works Programme,Missing,,
155,NA,NA,7,2008-09,4,Punjab,132,NA-132 Sheikhupura-II-cum Nankana Sahib (Old Sheikhupura-II),Elected,586,Rana Tanveer Hussain,Pakistan Muslim League (N),PML-N,9,Consumed,Peoples Works Programme,Missing,,
156,NA,NA,7,2008-09,4,Punjab,133,NA-133 Sheikhupura-III,Elected,257,Javed Latif,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
157,NA,NA,7,2008-09,4,Punjab,134,NA-134 Sheikhupura-IV,Elected,662,Sardar Muhammad Irfan Dogar,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
158,NA,NA,7,2008-09,4,Punjab,135,NA-135 Nankana Sahib-I-cum-Sheikhupura (Old Sheikhupura-V),Elected,122,Chaudhry Muhammad Barjees Tahir,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
159,NA,NA,7,2008-09,4,Punjab,136,NA-136 Nankana Sahib-II cum-Sheikhupura (Old Sheikhupura-VI),Elected,107,Chaudhry Bilal Ahmad Virk,Pakistan Muslim League (N),PML-N,9.22,Consumed,Peoples Works Programme,Missing,,
160,NA,NA,7,2008-09,4,Punjab,137,NA-137-Nankana Sahib-III (Old Shiekhupura-VII),Elected,624,Saeed Ahmed Zafar,Independent,IND,9.8,Consumed,Peoples Works Programme,Missing,,
161,NA,NA,7,2008-09,4,Punjab,138,NA-138 Kasur-I-cum-Lahore,Elected,589,Rao Mazhar Hayat Khan,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
162,NA,NA,7,2008-09,4,Punjab,139,NA-139 Kasur-II,Elected,802,Waseem Akhtar Sheikh,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
163,NA,NA,7,2008-09,4,Punjab,140,NA-140 Kasur-III,Elected,650,Sardar Aseff Ahmad Ali,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
164,NA,NA,7,2008-09,4,Punjab,141,NA-141 Kasur-IV,Elected,584,Rana Muhammad Ishaq Khan,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
165,NA,NA,7,2008-09,4,Punjab,142,NA-142 Kasur-V,Elected,680,Sardar Talib Hassan Nakai,Pakistan Muslim League,PML,9.061,Consumed,Peoples Works Programme,Missing,,
166,NA,NA,7,2008-09,4,Punjab,143,NA-143 Okara-I,Elected,98,Captain (R) Rai Ghulam Mujtaba Kharral,Pakistan Peoples Party Parliamentarians,PPPP,9,Consumed,Peoples Works Programme,Missing,,
167,NA,NA,7,2008-09,4,Punjab,144,NA-144 Okara-II,Elected,131,Chaudhry Sajjadul Hassan,Pakistan Peoples Party Parliamentarians,PPPP,9.032,Consumed,Peoples Works Programme,Missing,,
168,NA,NA,7,2008-09,4,Punjab,145,NA-145 Okara-III,Elected,771,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,PPPP,8.782,Consumed,Peoples Works Programme,Missing,,
169,NA,NA,7,2008-09,4,Punjab,146,NA-146 Okara-IV,Elected,347,Manzoor Ahmed Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
170,NA,NA,7,2008-09,4,Punjab,147,NA-147 Okara-V,Elected,287,Khurram Jahangir Wattoo,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
171,NA,NA,7,2008-09,4,Punjab,152,NA-152 Multan-V,Elected,514,Nawab Liaqat Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,7.962,Consumed,Peoples Works Programme,Missing,,
172,NA,NA,7,2008-09,4,Punjab,153,NA-153 Multan-VI,Elected,144,Dewan Syed Ashiq Hussain Bukhari,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
173,NA,NA,7,2008-09,4,Punjab,154,NA-154 Lodhran-I,Elected,474,Muhammad Siddique Khan Baloch,Pakistan Muslim League,PML,9.96,Consumed,Peoples Works Programme,Missing,,
174,NA,NA,7,2008-09,4,Punjab,155,NA-155 Lodhran-II,Elected,229,Hayatullah Khan Tareen,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
175,NA,NA,7,2008-09,4,Punjab,156,NA-156 Khanewal-I,Elected,415,Mohammad Raza Hayat Harraj,Pakistan Muslim League,PML,9.999,Consumed,Peoples Works Programme,Missing,,
176,NA,NA,7,2008-09,4,Punjab,157,NA-157 Khanewal-II,Elected,224,Hamid Yar Hirraj,Pakistan Muslim League,PML,0.57,Consumed,Peoples Works Programme,Missing,,
177,NA,NA,7,2008-09,4,Punjab,158,NA-158 Khanewal-III,Elected,549,Pir Muhammad Aslam Bodla,Pakistan Muslim League,PML,9.974,Consumed,Peoples Works Programme,Missing,,
178,NA,NA,7,2008-09,4,Punjab,159,NA-159 Khanewal-IV,Elected,111,Chaudhry Iftikhar Nazir,Pakistan Peoples Party Parliamentarians,PPPP,9.96,Consumed,Peoples Works Programme,Missing,,
179,NA,NA,7,2008-09,4,Punjab,160,NA-160 Sahiwal-I,Elected,553,Pirzada Syed Imran Ahmed Shah,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
180,NA,NA,7,2008-09,4,Punjab,161,NA-161 Sahiwal-II,Elected,187,Ghulam Farid Kathia,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
181,NA,NA,7,2008-09,4,Punjab,162,NA-162 Sahiwal-III,Elected,139,Chaudhry Zahid Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
182,NA,NA,7,2008-09,4,Punjab,163,NA-163 Sahiwal-IV,Elected,338,Malik Nauman Ahmad Langrial,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
183,NA,NA,7,2008-09,4,Punjab,164,NA-164 Pakpattan-I,Elected,658,Sardar Mansab Ali Dogar,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
184,NA,NA,7,2008-09,4,Punjab,165,NA-165 Pakpattan-II,Elected,770,Syed Salman Mohsin Gillani,Pakistan Muslim League (N),PML-N,9.882,Consumed,Peoples Works Programme,Missing,,
185,NA,NA,7,2008-09,4,Punjab,166,NA-166 Pakpattan-III,Elected,588,Rana Zahid Hussain Khan,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
186,NA,NA,7,2008-09,4,Punjab,167,NA-167 Vehari-I,Elected,125,Chaudhry Nazir Ahmad Jatt,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
187,NA,NA,7,2008-09,4,Punjab,168,NA-168 Vehari-II,Elected,82,Azeem Daultana,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
188,NA,NA,7,2008-09,4,Punjab,169,NA-169 Vehari-III,Elected,794,Tehmina Daultana,Pakistan Muslim League (N),PML-N,2,Consumed,Peoples Works Programme,Missing,,
189,NA,NA,7,2008-09,4,Punjab,170,NA-170 Vehari-IV,Elected,387,Mehmood Hayat Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
190,NA,NA,7,2008-09,4,Punjab,171,NA-171 Dera Ghazi Khan-I,Elected,284,Khawaja Sheraz Mahmood,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
191,NA,NA,7,2008-09,4,Punjab,173,NA-173 Dera Ghazi Khan-III,Elected,676,Sardar Saifuddin Khan Khosa,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
192,NA,NA,7,2008-09,4,Punjab,174,NA-174 Rajanpur-I,Elected,664,Sardar Muhammad Jafar Khan Leghari,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
193,NA,NA,7,2008-09,4,Punjab,175,NA-175 Rajanpur-II,Elected,147,Dost Muhammad Mazari,Pakistan Peoples Party Parliamentarians,PPPP,9.76,Consumed,Peoples Works Programme,Missing,,
194,NA,NA,7,2008-09,4,Punjab,176,NA-176 Muzaffargarh-I,Elected,459,Muhammad Mohsin Ali Qureshi,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
195,NA,NA,7,2008-09,4,Punjab,177,NA-177 Muzaffargarh-II,Elected,234,Hina Rabbani Khar,Pakistan Peoples Party Parliamentarians,PPPP,9.84,Consumed,Peoples Works Programme,Missing,,
196,NA,NA,7,2008-09,4,Punjab,178,NA-178 Muzaffargarh-III,Elected,255,Jamshaid Ahmed Khan Dasti,Pakistan Peoples Party Parliamentarians,PPPP,9.81,Consumed,Peoples Works Programme,Missing,,
197,NA,NA,7,2008-09,4,Punjab,179,NA-179 Muzaffargarh-IV,Elected,458,Muhammad Moazzam Ali Khan Jatoi,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
198,NA,NA,7,2008-09,4,Punjab,180,NA-180 Muzaffargarh-V,Elected,20,Abdul Qayyum Khan Jatoi,Pakistan Peoples Party Parliamentarians,PPPP,9.464,Consumed,Peoples Works Programme,Missing,,
199,NA,NA,7,2008-09,4,Punjab,181,NA-181 Layyah-I,Elected,653,Sardar Bahadur Ahmad Khan Sihar,Pakistan Muslim League,PML,9.61,Consumed,Peoples Works Programme,Missing,,
200,NA,NA,7,2008-09,4,Punjab,182,NA-182 Layyah-II,Elected,470,Muhammad Saqlain Bokhari,Pakistan Muslim League (N),PML-N,7,Consumed,Peoples Works Programme,Missing,,
201,NA,NA,7,2008-09,4,Punjab,183,NA-183 Bahawalpur-I,Elected,67,Arif Aziz Sheikh,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
202,NA,NA,7,2008-09,4,Punjab,184,NA-184 Bahawalpur-II,Elected,2,Sardar Malik Amir Yar Waran,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
203,NA,NA,7,2008-09,4,Punjab,185,NA-185 Bahawalpur-III,Elected,434,Muhammad Balighur Rehman,Pakistan Muslim League (N),PML-N,8.515,Consumed,Peoples Works Programme,Missing,,
204,NA,NA,7,2008-09,4,Punjab,186,NA-186 Bahawalpur-IV,Elected,604,Riaz Hussain Pirzada,Pakistan Muslim League,PML,9.99,Consumed,Peoples Works Programme,Missing,,
205,NA,NA,7,2008-09,4,Punjab,187,NA-187 Bahawalpur-V,Elected,132,Chaudhry Saud Majeed,Pakistan Muslim League (N),PML-N,9.444,Consumed,Peoples Works Programme,Missing,,
206,NA,NA,7,2008-09,4,Punjab,188,NA-188 Bahawalnagar-I,Elected,272,Khadim Hussain Wattoo,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
207,NA,NA,7,2008-09,4,Punjab,189,NA-189 Bahawalnagar-II,Elected,761,Syed Mumtaz Alam Gillani,Pakistan Peoples Party Parliamentarians,PPPP,9.751,Consumed,Peoples Works Programme,Missing,,
208,NA,NA,7,2008-09,4,Punjab,190,NA-190 Bahawalnagar-III,Elected,99,Chaudhry Abdul Ghafoor,Pakistan Peoples Party Parliamentarians,PPPP,2,Consumed,Peoples Works Programme,Missing,,
209,NA,NA,7,2008-09,4,Punjab,191,NA-191 Bahawalnagar-IV,Elected,120,Chaudhry Muhammad Afzal Sandhu,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
210,NA,NA,7,2008-09,4,Punjab,192,NA-192 Rahim Yar Khan-I,Elected,752,Syed Hamid Saeed Kazmi,Pakistan Peoples Party Parliamentarians,PPPP,9.995,Consumed,Peoples Works Programme,Missing,,
211,NA,NA,7,2008-09,4,Punjab,193,NA-193 Rahim Yar Khan-II,Elected,28,Abdus Sattar,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
212,NA,NA,7,2008-09,4,Punjab,195,NA-195 Rahim Yar Khan-IV,Elected,251,Jahangir Khan Tareen,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
213,NA,NA,7,2008-09,4,Punjab,196,NA-196 Rahim Yar Khan-V,Elected,115,Chaudhry Javed Iqbal Warraich,Pakistan Peoples Party Parliamentarians,PPPP,9.8,Consumed,Peoples Works Programme,Missing,,
214,NA,NA,7,2008-09,4,Punjab,197,NA-197 Rahim Yar Khan-VI,Elected,430,Muhammad Arshad Khan Leghari,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
215,NA,NA,7,2008-09,4,Punjab,273,NA-273,Reserved - Women,247,Ishrat Ashraf,Pakistan Muslim League (N),PML-N,0.921,Consumed,Peoples Works Programme,Missing,,
216,NA,NA,7,2008-09,4,Punjab,274,NA-274,Reserved - Women,312,Maimona Hashmi,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
217,NA,NA,7,2008-09,4,Punjab,275,NA-275,Reserved - Women,565,Qudsia Arshad Chaudhry,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
218,NA,NA,7,2008-09,4,Punjab,276,NA-276,Reserved - Women,781,Tahira Aurangzeb,Pakistan Muslim League (N),PML-N,7,Consumed,Peoples Works Programme,Missing,,
219,NA,NA,7,2008-09,4,Punjab,277,NA-277,Reserved - Women,536,Nuzhat Sadiq,Pakistan Muslim League (N),PML-N,0.185,Consumed,Peoples Works Programme,Missing,,
220,NA,NA,7,2008-09,4,Punjab,278,NA-278,Reserved - Women,526,Nighat Parveen Mir,Pakistan Muslim League (N),PML-N,9.974,Consumed,Peoples Works Programme,Missing,,
221,NA,NA,7,2008-09,4,Punjab,279,NA-279,Reserved - Women,277,Khalida Mansoor,Pakistan Muslim League (N),PML-N,9.995,Consumed,Peoples Works Programme,Missing,,
222,NA,NA,7,2008-09,4,Punjab,280,NA-280,Reserved - Women,700,Shahnaz Saleem,Pakistan Muslim League (N),PML-N,7.335,Consumed,Peoples Works Programme,Missing,,
223,NA,NA,7,2008-09,4,Punjab,281,NA-281,Reserved - Women,542,Parveen Masood Bhatti,Pakistan Muslim League (N),PML-N,9.013,Consumed,Peoples Works Programme,Missing,,
224,NA,NA,7,2008-09,4,Punjab,282,NA-282,Reserved - Women,618,Sabeen Rizvi,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
225,NA,NA,7,2008-09,4,Punjab,283,NA-283,Reserved - Women,724,Shireen Arshad Khan,Pakistan Muslim League (N),PML-N,1.088,Consumed,Peoples Works Programme,Missing,,
226,NA,NA,7,2008-09,4,Punjab,284,NA-284,Reserved - Women,733,Surriya Asghar,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
227,NA,NA,7,2008-09,4,Punjab,285,NA-285,Reserved - Women,792,Tasneem Siddiqui,Pakistan Muslim League (N),PML-N,9.1,Consumed,Peoples Works Programme,Missing,,
228,NA,NA,7,2008-09,4,Punjab,286,NA-286,Reserved - Women,532,Nisar Tanveer,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
229,NA,NA,7,2008-09,4,Punjab,287,NA-287,Reserved - Women,693,Shaheen Ashfaq,Pakistan Muslim League (N),PML-N,7.461,Consumed,Peoples Works Programme,Missing,,
230,NA,NA,7,2008-09,4,Punjab,288,NA-288,Reserved - Women,62,Anusha Rehman,Pakistan Muslim League (N),PML-N,9.99,Consumed,Peoples Works Programme,Missing,,
231,NA,NA,7,2008-09,4,Punjab,289,NA-289,Reserved - Women,614,Rukhsana Bangash,Pakistan Peoples Party Parliamentarians,PPPP,5,Consumed,Peoples Works Programme,Missing,,
232,NA,NA,7,2008-09,4,Punjab,290,NA-290,Reserved - Women,702,Shahnaz Wazir Ali,Pakistan Peoples Party Parliamentarians,PPPP,6.46,Consumed,Peoples Works Programme,Missing,,
233,NA,NA,7,2008-09,4,Punjab,291,NA-291,Reserved - Women,541,Palwasha Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
234,NA,NA,7,2008-09,4,Punjab,292,NA-292,Reserved - Women,89,Belum Hasnain,Pakistan Peoples Party Parliamentarians,PPPP,9.696,Consumed,Peoples Works Programme,Missing,,
235,NA,NA,7,2008-09,4,Punjab,293,NA-293,Reserved - Women,389,Mehreen Anwar Raja Advocate,Pakistan Peoples Party Parliamentarians,PPPP,5.393,Consumed,Peoples Works Programme,Missing,,
236,NA,NA,7,2008-09,4,Punjab,295,NA-295,Reserved - Women,261,Justice (R) Fakhar-un-Nisa Khokhar,Pakistan Peoples Party Parliamentarians,PPPP,3.769,Consumed,Peoples Works Programme,Missing,,
237,NA,NA,7,2008-09,4,Punjab,296,NA-296,Reserved - Women,176,Fauzia Habib,Pakistan Peoples Party Parliamentarians,PPPP,2.25,Consumed,Peoples Works Programme,Missing,,
238,NA,NA,7,2008-09,4,Punjab,297,NA-297,Reserved - Women,705,Shakeela Khanam Rashid,Pakistan Peoples Party Parliamentarians,PPPP,5.5,Consumed,Peoples Works Programme,Missing,,
239,NA,NA,7,2008-09,4,Punjab,298,NA-298,Reserved - Women,804,Yasmeen Rehman,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
240,NA,NA,7,2008-09,4,Punjab,299,NA-299,Reserved - Women,645,Samina Mushtaq Pagganwala,Pakistan Peoples Party Parliamentarians,PPPP,8.038,Consumed,Peoples Works Programme,Missing,,
241,NA,NA,7,2008-09,4,Punjab,300,NA-300,Reserved - Women,503,Naseem Akhter Chaudhry,Pakistan Peoples Party Parliamentarians,PPPP,9.445,Consumed,Peoples Works Programme,Missing,,
242,NA,NA,7,2008-09,4,Punjab,301,NA-301,Reserved - Women,535,Nosheen Saeed,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
243,NA,NA,7,2008-09,4,Punjab,302,NA-302,Reserved - Women,269,Kashmala Tariq,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
244,NA,NA,7,2008-09,4,Punjab,303,NA-303,Reserved - Women,701,Shahnaz Sheikh,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
245,NA,NA,7,2008-09,4,Punjab,304,NA-304,Reserved - Women,146,Donya Aziz,Pakistan Muslim League,PML,9.984,Consumed,Peoples Works Programme,Missing,,
246,NA,NA,7,2008-09,4,Punjab,305,NA-305,Reserved - Women,74,Atiya Inayatullah,Pakistan Muslim League,PML,8.044,Consumed,Peoples Works Programme,Missing,,
247,NA,NA,7,2008-09,4,Punjab,307,NA-307,Reserved - Women,350,Marvi Memon,Pakistan Muslim League,PML,5,Consumed,Peoples Works Programme,Missing,,
248,NA,NA,7,2008-09,4,Punjab,333,NA-333,Reserved - Minority,691,Shahbaz Bhatti,Pakistan Peoples Party Parliamentarians,PPPP,4.582,Consumed,Peoples Works Programme,Missing,,
249,NA,NA,7,2008-09,4,Punjab,338,NA-338,Reserved - Minority,523,Nelson Azeem,Pakistan Muslim League (N),PML-N,9.744,Consumed,Peoples Works Programme,Missing,,
250,NA,NA,7,2008-09,4,Punjab,340,NA-340,Reserved - Minority,47,Akram Masih Gill,Pakistan Muslim League,PML,3.201,Consumed,Peoples Works Programme,Missing,,
251,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,105,Chaudhry Anwer Bhinder,Pakistan Muslim League,PML,8.681,Consumed,Peoples Works Programme,Missing,,
252,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,195,Gulshan Saeed,Pakistan Muslim League,PML,8.914,Consumed,Peoples Works Programme,Missing,,
253,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,228,Haroon Khan,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
254,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,264,Kamil Ali Agha,Pakistan Muslim League,PML,9.9,Consumed,Peoples Works Programme,Missing,,
255,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,276,Khalid Ranjha,Pakistan Muslim League,PML,9.87,Consumed,Peoples Works Programme,Missing,,
256,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,426,Muhammad Ali Durrani,Pakistan Muslim League,PML,2.9,Consumed,Peoples Works Programme,Missing,,
257,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,428,Muhammad Amjad Abbas,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
258,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,449,Muhammad Ishaq Dar,Pakistan Muslim League (N),PML-N,7.861,Consumed,Peoples Works Programme,Missing,,
259,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,557,Professor Sajid Mir,Pakistan Muslim League (N),PML-N,6.67,Consumed,Peoples Works Programme,Missing,,
260,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,596,Razina Alam Khan,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
261,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,616,S M Zafar,Pakistan Muslim League,PML,1.4,Consumed,Peoples Works Programme,Missing,,
262,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,617,Saadia Abbasi,Pakistan Muslim League (N),PML-N,7.95,Consumed,Peoples Works Programme,Missing,,
263,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,659,Sardar Mehmood Khan,Pakistan Muslim League,PML,9.9,Consumed,Peoples Works Programme,Missing,,
264,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,665,Sardar Muhammad Jamal Khan Leghari,Pakistan Muslim League,PML,0.124,Consumed,Peoples Works Programme,Missing,,
265,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,666,Sardar Muhammad Latif Khan Khosa,Pakistan Peoples Party Parliamentarians,PPPP,6,Consumed,Peoples Works Programme,Missing,,
266,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,746,Syed Dilawar Abbas,Pakistan Muslim League,PML,9.55,Consumed,Peoples Works Programme,Missing,,
267,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,755,Syed Javed Ali Shah,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
268,NA,NA,7,2008-09,4,Punjab,NA,NA,Senators,806,Zafar Iqbal Chaudhry,Pakistan Muslim League,PML,9.805,Consumed,Peoples Works Programme,Missing,,
269,NA,NA,7,2008-09,5,Sindh,198,NA-198 Sukkur-cum-shikarpur-I (Old Sukkur-I),Elected,509,Nauman Islam Shaikh,Pakistan Peoples Party Parliamentarians,PPPP,2.5,Consumed,Peoples Works Programme,Missing,,
270,NA,NA,7,2008-09,5,Sindh,199,NA-199 Sukkur-cum-shikarpur-II (Old Sukkur-II),Elected,758,Syed Khurshid Ahmed Shah,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
